demon	d_deleted	test	t_deleted	start
我们公司在搞什么二十周年庆	什么二十周年庆	我也不知道他们的投诉电话	他们的投诉电话	5
但是公司有营销策划部门	营销策划部门	孩子们去同学家过生日去了	同学家	4
我回家路上干啥好呢	回家路上	我知道那个地方	那个地方	3
哦我们没有这么多人	这么多人	路由器在我这边	我这边	4
她眼神有些像你母亲	你母亲	我觉得就是说你有的时候就	有的时候	7
外部压力是内部调整的机遇	内部调整的机遇	你在哪个医院	哪个医院	2
排名啥时出啊	啥时	我们这里要调试大屏幕用的	大屏幕	7
笨笨你什么时候放假啊	什么时候	我觉的她应该有这个想法	这个想法	7
我们现在客户需要这类的图书	这类的图书	呵呵咱俩差一辈了	一辈	5
她是个行政的主任	个行政的主任	那你寒假什么打算	什么打算	4
本来文件是什么格式	什么格式	俺们这边游击队野战军自己折腾	游击队野战军	4
我觉的她应该有这个想法	这个想法	我是海派婚纱争艳	海派婚纱争艳	2
我对她高中都没什么印象	什么印象	土地基金增强特区财政储备	特区财政储备	6
本来文件是什么格式	什么格式	送礼也是个技术活	个技术活	4
呵呵这是你初恋吗	你初恋	我自己减少了和他们的交往	和他们的交往	6
独立学院的就一个商贸英语类专业	一个商贸英语类专业	最好我们以后能在一个编辑室	一个编辑室	8
你啥时候走	啥时候	我不清楚管理员密码	管理员密码	4
正好我现在一个同事有点心得	点心得	我还得赶点东西	点东西	4
你这一大早有点欢列	这一大早	我想一下午了	一下午	2
我那时候也有	那时候	那个适合小婴儿	小婴儿	4
你要找天线供应商	天线供应商	我怎么觉得我有点晚睡强迫症	点晚睡强迫症	7
你看我身边的老乡	我身边的老乡	我就见过好几个这样的人	好几个这样的人	4
这个要熊猫的那个	熊猫的那个	你是什么时候来	什么时候	2
你们公司叫什么名称	什么名称	冲冲要做一个小手术	一个小手术	4
我是大爷型的	大爷型的	我下班去买点药	点药	5
我们搞情侣款啊	情侣款	机房里就一个交换机	就一个交换机	3
然后我去欧时力买了个外套	个外套	我先看看他们接不接受境外信用卡	境外信用卡	10
哎这伤心是一时的	一时的	你有什么文艺啊	什么文艺	2
这恰恰说明了应试教育的好处	应试教育的好处	当权者不能保护自己的国民	自己的国民	7
你那边现在几点	现在几点	提前批好像是公安之类的	公安之类的	6
你们公司叫什么名称	什么名称	这周或下周我去社里	社里	7
最多你是多买一个保险	一个保险	呵呵咱俩差一辈了	一辈	5
她不太在乎这样的我为此我也失落	这样的我	你孙女是个大老粗	个大老粗	4
以后人类也是转基因的了呢	转基因的	我找找他的照片	他的照片	3
帝国归顺山河的吉姆了	山河的吉姆	我们也是学前班上了一个私立学校	一个私立学校	9
你说模块上的接口吗	模块上的接口	我父母这次去我姐姐家	我姐姐家	6
我再给你买个号	个号	他不是你亲弟弟吧	你亲弟弟	3
那是旧社会	旧社会	你啥时候走	啥时候	1
你是怎么知道这篇文章的	这篇文章	这里有个天伦不不孕不育医院	个天伦不不孕不育医院	3
我那时候也有	那时候	你要找天线供应商	天线供应商	3
东方是什么职务啊	什么职务	只是对方是不是看到你的名字	你的名字	9
所以我才有其他想法	其他想法	他在哪个城市啊	哪个城市	2
我肯定是每天晚上	每天晚上	我买了挺多肉丸的	挺多肉丸	3
你啥时候去开会啊	啥时候	我睡了一觉醒了	一觉	3
你要用护士的工号	护士的工号	我懂他的意思	他的意思	2
游戏叫啥那时候	那时候	你的手套还在我这里	我这里	6
我最近和公司的人有些矛盾	些矛盾	我也不知道他啥时候回来	啥时候	6
我现在一身汗	一身汗	蜡烛两头烧	两头	2
你有铁饭碗就好好珍惜吧	铁饭碗	哎你传给我好了可能数据有点问题	点问题	12
我都是用网络硬盘的	网络硬盘	你在哪个中介啊	哪个中介	2
这里晚上十一点了	晚上十一点	我在等最新的电池了	最新的电池	3
你是男的女的呀	男的女的	哦我们没有这么多人	这么多人	5
我找找他的照片	他的照片	你认识新朋友没	新朋友	3
方向和汽车应该没什么关系	什么关系	我下周二就走了	下周二	1
那是你一辈子的事耶	你一辈子的事	只是对方是不是看到你的名字	你的名字	9
我鄙视俺同学	俺同学	我现在也是这么教我丫头	我丫头	8
你那边现在几点	现在几点	附近有个民生银行	个民生银行	3
我去年年底感冒了一次病了一周	去年年底	我先洗把脸你忙会儿	把脸	3
我也要试试这个机构才行	这个机构	我也是去看看学校和环境的	学校和环境	6
你几几年的啊	几几年的	你昨天啥情况啊	啥情况	3
她不太在乎这样的我为此我也失落	这样的我	生长素可能近期有点效果	点效果	8
你办个招行和广发的就行	个招行和广发的	我可以给你她的联系方式	她的联系方式	5
我没有淘宝账号	淘宝账号	我们换了新领导	新领导	4
你中午回家吃点药吧	点药	我觉的她应该有这个想法	这个想法	7
燃料电池的项目最近没有什么进展	什么进展	我刚才到超市买点调料有些没有了	点调料	7
个人事情方面我觉得我没什么动力	什么动力	我们都是一家人	一家人	4
你们是现代版的爱情神话	现代版的爱情神话	但是公司有营销策划部门	营销策划部门	5
因为我手机是白的	白的	我就是那时候开始学习医学常识	那时候	3
好汉不提当年勇	当年勇	我可能是周六早到	周六早	4
那只是一方面	一方面	我倒是没有考虑过这个问题	这个问题	8
这是谁的主意啊	谁的主意	就是你来我这也很方便啊	我这	4
你是不是有车老师的邮箱之类的	车老师的邮箱之类的	她眼神有些像你母亲	你母亲	6
你们那边晚上几点啦	晚上几点	你那个专业啊	那个专业	1
你受不了那种日子的	那种日子	你联系一下我们销售经理	我们销售经理	5
那是我们的共性	我们的共性	他是我小学的好友	我小学的好友	2
你就说我给你的电话号码	电话号码	我还是原来的	原来的	3
我今天在改回程的票	回程的票	哦我们没有冬季工装	冬季工装	5
你是我的初恋	我的初恋	你看社区地图	社区地图	2
他一般不参加我的活动	我的活动	游戏叫啥那时候	那时候	4
你昨儿个晚上又做贼去了	昨儿个晚上	你真不知道男孩女孩啊	男孩女孩	5
孩子们去同学家过生日去了	同学家	独立学院的就一个商贸英语类专业	一个商贸英语类专业	6
你的光环是你自己的	你自己的	你啥时候来	啥时候	1
江山惨烂总高潮	总高潮	你今天啥时候有空啊	啥时候	3
我在看下大屏幕	大屏幕	你可以加我人人	我人人	4
这恰恰说明了应试教育的好处	应试教育的好处	队员家长送了张卡	张卡	6
我还是原来的	原来的	飞月的也在我这里	我这里	5
这是他大厅	他大厅	那是我们的共性	我们的共性	2
你受不了那种日子的	那种日子	我下采购单	采购单	2
我没见过她老公	她老公	这个能不能加点内容	点内容	6
你这年纪轻轻滴失眠个什么撒	个什么	我是海派婚纱争艳	海派婚纱争艳	2
你要告诉我英文名	英文名	各拥一片天	一片天	2
这个啥意思	啥意思	出院科室里面有个床号	个床号	7
你们都给我打低分	低分	所以你您是我老师	我老师	5
你看我的签名	我的签名	楼顶各种小花园	各种小花园	2
我也是去看看学校和环境的	学校和环境	就是你来我这也很方便啊	我这	4
那你还要寄送什么推荐信	什么推荐信	我们得见个面	个面	4
你啥时候来	啥时候	我这是说真话	真话	4
俺们这边游击队野战军自己折腾	游击队野战军	成人比赛全是业余的	业余的	6
你明天什么时候面试啊	什么时候	你还记得你的账号吗	你的账号	4
我们周二晚上还有女生节晚会	周二晚上	女性撑起半边天	半边天	4
我我很很注意到一个现象	一个现象	我懂他的意思	他的意思	2
我之前有认识另外一位医生	另外一位医生	小孩教育真是一门大学问	一门大学问	6
我查下这里的时间	这里的时间	你的签名是神马意思啊	神马意思	5
机房里就一个交换机	就一个交换机	这是你才华的发动机	你才华的发动机	2
咱没有那个本事跟着去学肯定不行	那个本事	我有你的啊	你的	2
或者你那个地方什么时候会招人呢	什么时候	我们没有初稿这一说	初稿这一说	4
我有你的啊	你的	我这里是晚上八点	晚上八点	4
我房东下学期有可能搬走	下学期	她也是放弃了孩子的上课	孩子的上课	6
我还在那家电力公司	那家电力公司	大雪在圣诞的时候	圣诞的时候	3
右边的是我同学	我同学	它的副董是我的同学	我的同学	5
它的副董是我的同学	我的同学	每天往返路程需要多长时间	多长时间	8
你还有一个小时吧	一个小时	我们都是一家人	一家人	4
你这一大早有点欢列	这一大早	我今天上午去过你的店	今天上午	1
我我很很注意到一个现象	一个现象	他们没有经济来源吗	经济来源	4
咱部催台上道具什么的	台上道具什么的	这个交通标识是什么意思	什么意思	7
学院近期是要进行大规模调整	大规模调整	你可以查查你们那边的	你们那边的	5
我就没有关心这个问题	这个问题	我们自己去搞自己的	自己的	6
我们现在客户需要这类的图书	这类的图书	你今天什么安排	什么安排	3
我们做弱电系统	弱电系统	我也正在物色这方面的人才	这方面的人才	6
我这边没装远程软件	远程软件	我再给你买个号	个号	5
我就见过好几个这样的人	好几个这样的人	我不是冷血动物	冷血动物	3
你孙女是个大老粗	个大老粗	我说你哥的孩子	你哥的孩子	2
战争什么时候结束	什么时候	小女孩你昨天去思考什么人生了	什么人生	9
我对她高中都没什么印象	什么印象	我也觉得你们落实啥东西不够好	啥东西	8
所以你您是我老师	我老师	那个小姑娘现在是学院的收银	学院的收银	8
你男人已经把你当成私有财产了	私有财产	这个男孩有些意向	些意向	5
因为我们下学期有开理论犯罪学	下学期	我以前唱烛光里的妈妈	烛光里的妈妈	4
恩那我们周一周二会不会不上课啊	周一周二	要不然我也旧貌换新颜啦	旧貌	5
你要告诉我英文名	英文名	你想多少人	多少人	2
我不开那样的	那样的	我也觉得你们落实啥东西不够好	啥东西	8
他们学了奥数和奥英呀	奥数和奥英	其实穷也是一种幸福	一种幸福	5
我现在都没个方向	个方向	你半个月来一次	半个月	1
你那边现在几点	现在几点	他知道这个事	这个事	3
下次他什么时候来	什么时候	你要找天线供应商	天线供应商	3
你可以查查你们那边的	你们那边的	我是借用你的话	你的话	4
改革开放不止一条路	一条路	咱们怎么个行程啊	怎么个行程	2
你回来不写比赛材料吗	比赛材料	他们给我推荐了一个童言国际	一个童言国际	7
我们搞情侣款啊	情侣款	这是你才华的发动机	你才华的发动机	2
你孙女是个大老粗	个大老粗	各拥一片天	一片天	2
但是这个数是周五的股价	周五的股价	你是我的初恋	我的初恋	2
这是我的简历	我的简历	你啥时候去开会啊	啥时候	1
我跟我同事一起弄她的店	她的店	这个是家折扣点	家折扣点	3
她也是放弃了孩子的上课	孩子的上课	个个都几十个学生	几十个学生	3
咱部催台上道具什么的	台上道具什么的	你在哪个城市呢	哪个城市	2
我再给你买个号	个号	这是他大厅	他大厅	2
你有铁饭碗就好好珍惜吧	铁饭碗	这个也是要计算机专业的吗	计算机专业的	5
我就见过好几个这样的人	好几个这样的人	那你还是打印电子版的吧	电子版的	6
他不适合我结婚对象	我结婚对象	同学之间没有那多客套	那多客套	6
钱到位你就买你单位的吧	你单位的	那个旅馆在最边上	最边上	5
这个男孩有些意向	些意向	糊涂人糊涂账	糊涂账	3
也许你有你的难处	你的难处	哎这伤心是一时的	一时的	5
俺们这边游击队野战军自己折腾	游击队野战军	她前一段时间在幼儿园打工	前一段时间	1
那是我们的共性	我们的共性	那你俩照什么主题	什么主题	4
这是一这是原则问题	原则问题	俺双方都是独生子女	独生子女	5
要不我方门卫那里	门卫那里	你能来我办公室不	我办公室	3
你在哪个医院	哪个医院	你回来不写比赛材料吗	比赛材料	5
我们周二晚上还有女生节晚会	周二晚上	只是对方是不是看到你的名字	你的名字	9
时间一定要这个时候吗	这个时候	要不我还是周三周五去吧	周三周五	5
你有什么事情跟大人讲了啊	什么事情	我都得耻骨联合分离症了	耻骨联合分离症	3
额我不是这个意思哦	这个意思	访问学者能搞个球	个球	6
我是说手机信息	手机信息	我有招行的储蓄卡	招行的储蓄卡	2
但是这个数是周五的股价	周五的股价	洋插队是什么意思	什么意思	4
其实穷也是一种幸福	一种幸福	他是换全新的	全新的	3
空间技术水平应该没有这个能力的	这个能力	我还是原来的	原来的	3
她一个人带个孩子也蛮造业	一个人	这是个永恒的矛盾	个永恒的矛盾	2
你们都给我打低分	低分	化疗很伤害正常就细胞	正常就细胞	5
那门课的成绩就是专四成绩	专四成绩	我现在给你填写答辩决议呢	答辩决议	7
我路痴一个捏	路痴一个	他一般不参加我的活动	我的活动	6
恩我有现成的	现成的	欧元促进电子商务发展	电子商务发展	4
我去年年底感冒了一次病了一周	去年年底	我可没那么多钱	那么多钱	3
因为我们下学期有开理论犯罪学	下学期	女性撑起半边天	半边天	4
这个是家折扣点	家折扣点	你总是能看到营销的本质	营销的本质	6
它和启明是一个概念	一个概念	你再看一次我的提问	我的提问	5
我怕她知道我们的聊天	我们的聊天	我想一下午了	一下午	2
方向和汽车应该没什么关系	什么关系	你是项目的骨干	项目的骨干	2
同学之间没有那多客套	那多客套	大雪在圣诞的时候	圣诞的时候	3
这里有个天伦不不孕不育医院	个天伦不不孕不育医院	徒弟只能做到这个程度	这个程度	6
方向和汽车应该没什么关系	什么关系	这是个语气词啊	个语气词	2
他是换全新的	全新的	呵呵咱俩差一辈了	一辈	5
那我明早一大早打吗	明早一大早	文科基本上生活中有点用	点用	9
我不再是以前的我	以前的我	我提供电子版的	电子版的	3
燃料电池的项目最近没有什么进展	什么进展	我上次摸过她孩子的屁股了	她孩子的屁股	5
时间一定要这个时候吗	这个时候	这是互相的	互相的	2
我们这里要调试大屏幕用的	大屏幕	它的副董是我的同学	我的同学	5
我父母这次去我姐姐家	我姐姐家	她也是放弃了孩子的上课	孩子的上课	6
学校需要什么人	什么人	时间一定要这个时候吗	这个时候	5
姐姐收到我的邮件了吗	我的邮件	你就算是好男人呢	好男人	4
机房里就一个交换机	就一个交换机	大屏幕是台电脑吗	台电脑	4
当权者不能保护自己的国民	自己的国民	俺们这边游击队野战军自己折腾	游击队野战军	4
他加入他们群了	他们群	我明后天再给教练长打电话	明后天	1
我昨天走了一个半小时	一个半小时	我刚去看了一下所谓的米和油	所谓的米和油	7
那个男生很有你当年的感觉	你当年的感觉	哈哈我有机会抱小小宝宝了	小小宝宝	7
你要有这种信念呀	这种信念	我路痴一个捏	路痴一个	1
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	你回来不写比赛材料吗	比赛材料	5
患难见真情	真情	我找找他的照片	他的照片	3
我等下写个大概数给你发过去	个大概数	你能接受什么价位的	什么价位的	4
我是说手机信息	手机信息	这个是家折扣点	家折扣点	3
你是男的女的呀	男的女的	那是旧社会	旧社会	2
我们得见个面	个面	雇主雇员应订定暴雨下工作守则	暴雨下工作守则	7
这个交通标识是什么意思	什么意思	以后人类也是转基因的了呢	转基因的	6
那是我们的共性	我们的共性	出院科室里面有个床号	个床号	7
飞月的也在我这里	我这里	这就是贫富差距的显现	贫富差距的显现	3
他是知青子女正在读博士	知青子女	我怕她知道我们的聊天	我们的聊天	5
我没有干妈的微信	干妈的微信	自己发自己的	自己的	3
我当你推荐人啊	你推荐人	我父母这次去我姐姐家	我姐姐家	6
房子车子都不是我们的名字	我们的名字	你是不是有车老师的邮箱之类的	车老师的邮箱之类的	5
她眼神有些像你母亲	你母亲	你总是能看到营销的本质	营销的本质	6
十月一日为法定假日	法定假日	呵呵咱俩差一辈了	一辈	5
我可没那么多钱	那么多钱	你什么时候填志愿啊	什么时候	1
我下周二就走了	下周二	我要打造巨星品牌	巨星品牌	4
这就是贫富差距的显现	贫富差距的显现	我刚去看了一下所谓的米和油	所谓的米和油	7
我想一下午了	一下午	我找找他的照片	他的照片	3
他们家也有十字绣的	十字绣的	我想一下午了	一下午	2
我没见过她老公	她老公	不过我在你后面	你后面	4
你还有喜剧天赋了列	喜剧天赋	他们也是这个时间	这个时间	4
那个男生很有你当年的感觉	你当年的感觉	民主是不是好东西	好东西	5
我跟你同学一个组啊	一个组	我只听过他家的卸妆油	他家的卸妆油	4
他一般不参加我的活动	我的活动	这就是相声小品的文件	相声小品的文件	3
土地基金增强特区财政储备	特区财政储备	我提供电子版的	电子版的	3
你想多少人	多少人	我都没你们电话	你们电话	3
我倒是没有考虑过这个问题	这个问题	我跟隔壁的用的一根网线	一根网线	7
现在我只加了电子病历的	电子病历的	我都没你们电话	你们电话	3
哦我们没有冬季工装	冬季工装	你肯定是一个好爸爸	一个好爸爸	4
独立学院的就一个商贸英语类专业	一个商贸英语类专业	徒弟只能做到这个程度	这个程度	6
他们也是这个时间	这个时间	要不然谁知道怎么回事	怎么回事	6
燃料电池的项目最近没有什么进展	什么进展	那你就吃点饭打发一下时间嘛	点饭	4
那我明天早上跟她说吧	明天早上	我昨天走了一个半小时	一个半小时	5
我刚去看了一下所谓的米和油	所谓的米和油	我这是说真话	真话	4
楼顶各种小花园	各种小花园	我不清楚管理员密码	管理员密码	4
那你俩照什么主题	什么主题	但是我冒得你滴恒心列	你滴恒心	5
因为我这学期还不能做	这学期	你昨儿个晚上又做贼去了	昨儿个晚上	1
路由器在我这边	我这边	机房里就一个交换机	就一个交换机	3
主专业不是我们学院就是学校的	我们学院	你们是现代版的爱情神话	现代版的爱情神话	3
你是骨科的吗	骨科的	你上午还是下午有时间做	上午还是下午	1
你有活干了小会计	小会计	他是换全新的	全新的	3
这里有个天伦不不孕不育医院	个天伦不不孕不育医院	他是退工资的吧	工资的	3
恩我有现成的	现成的	我们得见个面	个面	4
机房里就一个交换机	就一个交换机	我现在都没个方向	个方向	5
右边的是我同学	我同学	呵呵这是你初恋吗	你初恋	4
我还是坐周晨那儿	周晨那儿	你就说我给你的电话号码	电话号码	7
我不再是以前的我	以前的我	这个要熊猫的那个	熊猫的那个	3
她也是放弃了孩子的上课	孩子的上课	最多你是多买一个保险	一个保险	6
你昨儿个晚上又做贼去了	昨儿个晚上	但是我冒得你滴恒心列	你滴恒心	5
这都不是我的号我换手机号了	我的号	你啥时候走	啥时候	1
我也不知道他们的投诉电话	他们的投诉电话	文科基本上生活中有点用	点用	9
我那没有那些康乐消费	那些康乐消费	男人不是女人的全部	女人的全部	4
然后我去欧时力买了个外套	个外套	难得他大老远见你一面	一面	8
我先洗把脸你忙会儿	把脸	我比较喜欢头脑对抗	头脑对抗	5
机会大把的	大把	你要有这种信念呀	这种信念	3
我现在一身汗	一身汗	它和启明是一个概念	一个概念	5
这样的说法也震动了我们那个政府	我们那个政府	现在儿子肯定多数听老婆的	老婆的	9
那个适合小婴儿	小婴儿	你受不了那种日子的	那种日子	4
这不是基本的列	基本的	那你明后天回家了再劝劝你妈妈列	明后天	2
伟大哥待会儿再带盒熏鱼	盒熏鱼	我去了膜拜一下你们的教材	你们的教材	7
她安排了别的任务	别的任务	学院近期是要进行大规模调整	大规模调整	8
你要是个男的就好了	个男的	他应该没多久假期吧	多久假期	4
我不清楚管理员密码	管理员密码	我周日晚上走	周日晚上	1
我当你推荐人啊	你推荐人	访问学者能搞个球	个球	6
我鄙视俺同学	俺同学	我开了个淘宝店	个淘宝店	3
贪字头上一把刀	一把刀	我们公司在搞什么二十周年庆	什么二十周年庆	6
肠炎也不是什么疑难杂症啊	什么疑难杂症	他们也是这个时间	这个时间	4
我有新衣服	新衣服	我是海派婚纱争艳	海派婚纱争艳	2
你要用护士的工号	护士的工号	它应该是我党的标杆城市啊	我党的标杆城市	4
那里有没有华人同事	华人同事	这个要熊猫的那个	熊猫的那个	3
大屏幕是台电脑吗	台电脑	你在哪个医院	哪个医院	2
生长素可能近期有点效果	点效果	下次他什么时候来	什么时候	3
她安排了别的任务	别的任务	你今天什么安排	什么安排	3
我明后天再给教练长打电话	明后天	他也是四个月暑假啊	四个月暑假	3
你喜欢什么样的呢	什么样的	哦我们没有这么多人	这么多人	5
我再给你买个号	个号	你有什么打算吗	什么打算	2
你么时候来呀	么时候	冲冲要做一个小手术	一个小手术	4
这是我的简历	我的简历	还是你们在哪里再要一个孩子啊	一个孩子	9
你上午还是下午有时间做	上午还是下午	你在哪个中介啊	哪个中介	2
我回家路上干啥好呢	回家路上	这里有个天伦不不孕不育医院	个天伦不不孕不育医院	3
网上有房型图	房型图	江山惨烂总高潮	总高潮	4
这个是耳鼻喉科的手术申请单	耳鼻喉科的手术申请单	昨天那个阿姐叫什么名字啊	什么名字	7
怀孕不是个好活	个好活	她也是放弃了孩子的上课	孩子的上课	6
你还记得你的账号吗	你的账号	而且哟你看了很多书嘛	很多书	6
恩那我们周一周二会不会不上课啊	周一周二	我都是用网络硬盘的	网络硬盘	4
你明天什么时候面试啊	什么时候	我打不通你的	你的	4
小弟弟最可怜才一个月	一个月	我先洗把脸你忙会儿	把脸	3
大雪在圣诞的时候	圣诞的时候	我找找他的照片	他的照片	3
这个男孩有些意向	些意向	我开了个淘宝店	个淘宝店	3
我是借用你的话	你的话	消费者是大赢家	大赢家	4
你昨儿个晚上又做贼去了	昨儿个晚上	额我不是这个意思哦	这个意思	4
我下周二就走了	下周二	那是理想国	理想国	2
方向和汽车应该没什么关系	什么关系	但是我冒得你滴恒心列	你滴恒心	5
心里各种状况或多或少有个预判	各种状况	你是我的初恋	我的初恋	2
我在等最新的电池了	最新的电池	只是对方是不是看到你的名字	你的名字	9
你办个招行和广发的就行	个招行和广发的	时间一定要这个时候吗	这个时候	5
动车多少钱	多少钱	网上有房型图	房型图	3
我那没有那些康乐消费	那些康乐消费	你不在一早上了	一早上	3
你发到我信箱吧	我信箱	胡萝卜不是小人参吗	小人参	5
我们不在一个办公室了	一个办公室	要不然谁知道怎么回事	怎么回事	6
你看我的签名	我的签名	你看什么稿子啊	什么稿子	2
队长最近也是寂寞期了啊	寂寞期	你找天来我宿舍拿吧	我宿舍	4
情感的缺失给我造成不少的困扰	不少的困扰	你认识新朋友没	新朋友	3
患难见真情	真情	我睡了一觉醒了	一觉	3
你受不了那种日子的	那种日子	你可以加我人人	我人人	4
我可烦俺公公了	俺公公	你在那座城市	那座城市	2
他问咱有免税政策嘛	免税政策	我还是原来的	原来的	3
所以你您是我老师	我老师	我只听过他家的卸妆油	他家的卸妆油	4
你头像怎么是黑的	黑的	我不再是以前的我	以前的我	4
我有点事你先考察一下	点事	我都是用网络硬盘的	网络硬盘	4
你有什么文艺啊	什么文艺	这个领导可能有领导的想法吧	领导的想法	7
我下采购单	采购单	我们是小社	小社	3
你看什么稿子啊	什么稿子	你要找天线供应商	天线供应商	3
不过我在你后面	你后面	我昨天走了一个半小时	一个半小时	5
我不知道他们邮箱	他们邮箱	我路痴一个捏	路痴一个	1
这个是什么意思	什么意思	你是啥星座呀	啥星座	2
家里哪有什么事单位肯定事多啊	什么事	我也觉得你们落实啥东西不够好	啥东西	8
这都不是我的号我换手机号了	我的号	我七点钟有小组讨论了所以急死了	小组讨论	5
我不同意师傅的看法	师傅的看法	我不是冷血动物	冷血动物	3
伟大哥待会儿再带盒熏鱼	盒熏鱼	然后我去欧时力买了个外套	个外套	9
土地基金增强特区财政储备	特区财政储备	我也不知道他啥时候回来	啥时候	6
我再给你买个号	个号	那你请啥假	啥假	3
我有新衣服	新衣服	那是男厕所	男厕所	2
我也要试试这个机构才行	这个机构	你是项目的骨干	项目的骨干	2
钱到位你就买你单位的吧	你单位的	她安排了别的任务	别的任务	4
它应该是我党的标杆城市啊	我党的标杆城市	我明天发个短信问他	个短信	4
好汉不提当年勇	当年勇	书记今天下午回来	今天下午	2
你是骨科的吗	骨科的	我要打造巨星品牌	巨星品牌	4
其实穷也是一种幸福	一种幸福	你今天什么安排	什么安排	3
我房东下学期有可能搬走	下学期	以后人类也是转基因的了呢	转基因的	6
但我每天都会关注你的签名	你的签名	那个适合小婴儿	小婴儿	4
女性撑起半边天	半边天	我有招行的储蓄卡	招行的储蓄卡	2
但是房子里还有一个房间	一个房间	我们是小社	小社	3
你在哪个城市呢	哪个城市	新科技服务老传统	老传统	5
你操那心呢	那心	它应该是我党的标杆城市啊	我党的标杆城市	4
那个男生很有你当年的感觉	你当年的感觉	然后我去欧时力买了个外套	个外套	9
那是男厕所	男厕所	他不是我老公	我老公	3
很多厂家也会做甲方的工作	甲方的工作	这个要熊猫的那个	熊猫的那个	3
我父母这次去我姐姐家	我姐姐家	我不再是以前的我	以前的我	4
我预约了心脏彩超	心脏彩超	钱到位你就买你单位的吧	你单位的	6
你说模块上的接口吗	模块上的接口	动车多少钱	多少钱	2
这就是相声小品的文件	相声小品的文件	我也有过这样的经历	这样的经历	4
她昨天咳了一整晚几乎没睡	一整晚	我们住哪个酒店	哪个酒店	3
这是我的简历	我的简历	我有你的啊	你的	2
我肯定是每天晚上	每天晚上	哦我们没有冬季工装	冬季工装	5
你可以搜索一下他的文章什么的	他的文章什么的	我路痴一个捏	路痴一个	1
我提供电子版的	电子版的	那门课的成绩就是专四成绩	专四成绩	8
最多你是多买一个保险	一个保险	关键是铁饭碗刮不出多少金子来啊	多少金子	9
昨天那个阿姐叫什么名字啊	什么名字	我还在那家电力公司	那家电力公司	3
心里各种状况或多或少有个预判	各种状况	你是什么时候来	什么时候	2
你是我的初恋	我的初恋	他问咱有免税政策嘛	免税政策	4
以前你是时尚达人	时尚达人	这么多年的朋友搞得跟个外人似得	个外人	10
时间一定要这个时候吗	这个时候	你不在一早上了	一早上	3
我跟我同事一起弄她的店	她的店	他问咱有免税政策嘛	免税政策	4
你可以问问其他客户	其他客户	教师待遇太低是根本原因	根本原因	7
你想多少人	多少人	反正我觉得自己是这样的	这样的	8
我们搞情侣款啊	情侣款	你发到我信箱吧	我信箱	3
我查下这里的时间	这里的时间	这个交通标识是什么意思	什么意思	7
我也不知道这事	这事	俺双方都是独生子女	独生子女	5
我们这里要调试大屏幕用的	大屏幕	我跟隔壁的用的一根网线	一根网线	7
你看我的签名	我的签名	你机票多少钱	多少钱	3
你今天什么安排	什么安排	你是我的初恋	我的初恋	2
我觉的她应该有这个想法	这个想法	我鄙视俺同学	俺同学	3
这是个语气词啊	个语气词	他在哪个城市啊	哪个城市	2
我们公司在搞什么二十周年庆	什么二十周年庆	我们只是公司的一个部门	公司的一个部门	4
我也不知道他啥时候回来	啥时候	我去年一年没有存到钱哦	去年一年	1
我七八点的时候打把	七八点的时候	你打下我电话吧	我电话	3
我也就这消费水平	这消费水平	我去年一年没有存到钱哦	去年一年	1
这我不是满懂事怎么个搞发	怎么个搞发	我预约了心脏彩超	心脏彩超	4
哎你传给我好了可能数据有点问题	点问题	你想多少人	多少人	2
我在看下大屏幕	大屏幕	小弟弟最可怜才一个月	一个月	7
那你现在做哪个试验呢	哪个试验	我有招行的储蓄卡	招行的储蓄卡	2
你是骨科的吗	骨科的	骨子里奔流着新闻热血	新闻热血	6
我有新衣服	新衣服	我就是那时候开始学习医学常识	那时候	3
我可以给你她的联系方式	她的联系方式	那张有大师水平	大师水平	3
你还有喜剧天赋了列	喜剧天赋	我七八点的时候打把	七八点的时候	1
我打不通你的	你的	你去接触个新人嘛	个新人	4
我现在都没个方向	个方向	法律是道德的最底线	道德的最底线	3
我在抢专家号呢	专家号	我我很很注意到一个现象	一个现象	7
它和启明是一个概念	一个概念	你明天什么时候面试啊	什么时候	3
我懂他的意思	他的意思	机房里就一个交换机	就一个交换机	3
我回家路上干啥好呢	回家路上	他知道这个事	这个事	3
雨巷是总结过去的一种感情	过去的一种感情	我是大爷型的	大爷型的	2
我有个重要问题那里有没有厕所	个重要问题	这个是帖子在校内的分享	帖子在校内的分享	3
就是你来我这也很方便啊	我这	你明天什么时候面试啊	什么时候	3
我明天发个短信问他	个短信	江山惨烂总高潮	总高潮	4
你是啥星座呀	啥星座	所以你换家医院看看不行吗	家医院	4
我们现在客户需要这类的图书	这类的图书	学校需要什么人	什么人	4
她前一段时间在幼儿园打工	前一段时间	民主是不是好东西	好东西	5
你啥米专业	啥米专业	预产期什么时候啊	什么时候	3
他不管这些子事	这些子事	你孙女是个大老粗	个大老粗	4
我鄙视俺同学	俺同学	交流有些障碍了啊	些障碍	3
它和启明是一个概念	一个概念	其实穷也是一种幸福	一种幸福	5
你总是能看到营销的本质	营销的本质	要不我方门卫那里	门卫那里	4
哦我们没有这么多人	这么多人	你可以去其他地方测试一下	其他地方	4
我在看那套小说	那套小说	那个旅馆在最边上	最边上	5
你这年纪轻轻滴失眠个什么撒	个什么	你啥时来	啥时	1
