demon	d_label	test	start	end	prediction
It also could convert glucose from farm wastes into edible protein	glucose from farm wastes	Rents have soared along with house prices	20	24	soared along with house prices
Lackluster returns are one reason	one reason	The trial begins today in federal court in Philadelphia	16	0	nan
Size and weight considerations also have limited screen displays	screen displays	Italian magistrates labeled his death a suicide	14	0	nan
It has more drug users than Boston has people	more drug users than Boston has people	No amount of hype will bring viewers back if the shows are weak	30	21	nan
Such armor crushes the soldier	the soldier	Judith Valente contributed to this article	0	0	Such
They note that stocks experienced volatile swings long before futures	volatile swings	But such skills were alien to Toni Johnson	11	0	nan
The Northeast has been holding its own in the population race	its own	The house just settled right down into the ground	18	0	nan
The closely watched funds rate is what banks charge each other on overnight loans	each other	Breeders are betting on the common folk	25	22	nan
Nashua announced the Reiss request after the market closed	the Reiss request	The uncertainty is sending shivers through Brazilian financial markets	0	23	Nashua announced the Reiss request after the market closed[SEP] the Reiss request[SEP]The uncertainty is sending shivers
Lackluster returns are one reason	one reason	But funds generally are better prepared this time around	15	12	nan
He hit the lanes three years ago on the advice of his doctor	the lanes	These securities are attractive to Japanese investors for three reasons	0	23	He hit the lanes three years ago on the advice of his doctor[SEP] the lanes[SEP]These securities are attractive to Japanese investors
The heavy buying in the last half hour led the specialists to take special steps	special steps	But trading risk stems from credit risk	16	20	special steps[SEP]But trading
The British economy is hardly the picture of health these days	the picture of health	The stock market reacted strongly to the news	0	19	The British economy is hardly the picture of health these days[SEP] the picture of health[SEP]The stock market
Last week the British displayed unusual political immaturity	unusual political immaturity	Solidarity wants it from the West	18	17	nan
She held her fire with her first production at the Trinity earlier this season	her fire	Institutional investors mostly remained on the sidelines Tuesday	11	20	earlier this season[SEP] her fire[SEP]Institutional investors
He should chop out both unconstitutional provisions and budget pork	both unconstitutional provisions and budget pork	Some companies are cutting costs and hoping for the best	27	19	nan
Others had lesser damage and there were no injuries among workers	lesser damage	He is warm and polished before a Puerto Rican Congress in Asbury Park	12	27	lesser damage[SEP]He is warm and polished before a Puerto Rican Congress in Asbury
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	Two more securities firms bowed to the outcry over program trading	43	25	nan
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	Even some House Banking Committee members could suffer from the fallout	27	20	nan
The figures occasionally include incomplete transactions in restricted stock	incomplete transactions in restricted stock	That cost rises in times of high market volatility	22	11	nan
Some industry groups consistently weather the storm better than others	the storm	Alan Murray contributed to this article	7	0	nan
He said that the research team had no financial stake in the drug	no financial stake in the drug	But the two countries remain separated by a cultural barrier wider than the ocean	31	30	nan
Maybe it was their peculiar sense of history	their peculiar sense of history	The reality is that Bank finances are rock solid	22	20	nan
He gave no further details	no further details	Stock prices rallied in active trading	7	15	further details[SEP]Stock prices rallied in active trading
Then he would move his movement to Europe	his movement	Most of the loans in question are to Third World countries in South America	0	15	Then he would move his movement to Europe[SEP] his movement[SEP]Most of the loans
He should chop out both unconstitutional provisions and budget pork	both unconstitutional provisions and budget pork	But some analysts remain sour on the company	0	20	He should chop out both unconstitutional provisions and budget pork[SEP] both unconstitutional provisions and budget pork[SEP]But some analysts
Alan Reynolds of Polyconomics adds his suspicion that the unrecognized inflationary culprit is the budget surplus	his suspicion that the unrecognized inflationary culprit is the budget surplus	The scientists have experimented on the tiny neck arteries of rats	27	33	inflationary culprit is the budget surplus
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Stock prices finished about unchanged Friday in quiet expiration trading	25	22	nan
The fund made a similar move earlier this year	a similar move	But industry observers still questioned whether Georgia Pacific will ultimately prevail	11	15	similar move[SEP]But industry
The woman won the bet	the bet	Everyone falls in love with everyone else	0	0	The
And transfer control of much of it to Capitol Hill	control of much of it	The reporters were victims and some of the victims turned into unofficial reporters	13	28	much of it[SEP]The reporters were victims and some of the victims turned into unofficial
No sophisticated professional expects economists to be right all the time	all the time	The reality is that Bank finances are rock solid	23	21	nan
Some industry groups consistently weather the storm better than others	the storm	Some companies are cutting costs and hoping for the best	7	15	better than others[SEP] the storm[SEP]Some companies
Magazine publishers are facing spiraling costs and a glut of new titles	spiraling costs and a glut of new titles	Both firms are in New York	21	22	new titles
The Northeast has been holding its own in the population race	its own	The dollar rose modestly against most major currencies	17	23	rose modestly against most major currencies
The heavy buying in the last half hour led the specialists to take special steps	special steps	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	35	34	nan
Some banks actually boosted yields on the shortest term CDs in the latest week	yields on the shortest term CDs	The agreement is subject to government approval	27	28	government approval
Van Nghe quickly made influential enemies	influential enemies	He was back in jail over the summer on shoplifting charges	0	20	Van Nghe quickly made influential enemies[SEP] influential enemies[SEP]He was back in jail over the summer on shop
Last week the British displayed unusual political immaturity	unusual political immaturity	She was as cool as a cucumber	15	24	urity[SEP]She was as cool as a cucumber
The British government also strongly opposes the charter in its current form	the charter in its current form	But it never did let up on the pressure	25	28	up on the pressure
He visits the same department every two or three weeks	the same department	But New York City general obligation bonds came under selling pressure	12	24	same department[SEP]But New York City general obligation bonds came under selling
Some abortion advocates have been asking themselves this very question	this very question	Compound yields assume reinvestment of dividends and that current yields continue for a year	0	22	Some abortion advocates have been asking themselves this very question[SEP] this very question[SEP]Compound yields assume reinvestment of dividends
They are awaiting an arbitration proceeding	an arbitration proceeding	Borrowed shares on the Amex rose to another record	19	14	nan
No sophisticated professional expects economists to be right all the time	all the time	Some economists found the mixture ominous	0	0	No
The fund made a similar move earlier this year	a similar move	But critics consider the changes regressive	11	20	similar move[SEP]But critics consider the changes regressive
Maybe it was their peculiar sense of history	their peculiar sense of history	He will continue as a director	0	0	Maybe
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The New York company called the lawsuit without merit	29	24	nan
Wall Street generally likes the industry again	the industry	And taxpayer groups are urging legislation in many other states	19	0	nan
But they are stalwart socialists	stalwart socialists	This has led them in a fruitless and destructive policy circle	0	20	But they are stalwart socialists[SEP] stalwart socialists[SEP]This has led them in a fruitless and destructive
Alan Reynolds of Polyconomics adds his suspicion that the unrecognized inflationary culprit is the budget surplus	his suspicion that the unrecognized inflationary culprit is the budget surplus	It adds something to the market	27	33	inflationary culprit is the budget surplus
And Seita is considering further diversification	further diversification	It also asked Mesa to keep the proposal confidential	9	21	further diversification[SEP]It also asked Mesa to keep the proposal confidential
New telephone lines posted healthy growth	healthy growth	But the market turmoil could be partially beneficial for some small businesses	20	21	small businesses
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	At least half that growth will have come in the past three years alone	27	23	nan
He said that the research team had no financial stake in the drug	no financial stake in the drug	The machine began shipping at the end of last year	16	24	stake in the drug[SEP]The machine began shipping
Waxman sells a variety of hardware products for the home repair market	a variety of hardware products for the home repair market	The latest rebate is good for all Beretta models	30	28	nan
Both Merieux and Connaught are biotechnology research and vaccine manufacturing concerns	biotechnology research and vaccine manufacturing concerns	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	35	21	nan
Some industry groups consistently weather the storm better than others	the storm	Stock prices edged up in quiet trading Friday	7	15	better than others[SEP] the storm[SEP]Stock prices
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	Now the Alley has moved ahead on both artistic and financial fronts	26	23	nan
Nobody has any credible estimate	any credible estimate	The mask cuts to the quick	11	0	nan
Most of us know a sucker	a sucker	Japanese government bonds ended lower after the dollar rose modestly against the yen	14	20	lower after the dollar rose modestly
The British government also strongly opposes the charter in its current form	the charter in its current form	The carriers were competing fiercely for market share	23	26	competing fiercely for market
The heavy buying in the last half hour led the specialists to take special steps	special steps	His boss complained about neglect of other chores	25	20	nan
The House bill also distorts economic efficiency in all sorts of perverse ways	economic efficiency	But both the traders and the pilots remain interested in some transaction	24	29	pilots remain interested in some transaction
The failed rights issue also should have a modest impact on British Air shares	a modest impact on British Air shares	The expansion is subject to approval by federal and Wisconsin environmental regulators	30	28	nan
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	He can live with little pleasures	17	19	college construction plans
The exchange was all the more remarkable in that authorities released television footage to Western news agencies	television footage	But both the traders and the pilots remain interested in some transaction	5	32	more remarkable in that authorities released television footage to Western news agencies[SEP] television footage[SEP]But both the traders and the pilots remain interested in some transaction
The heavy buying in the last half hour led the specialists to take special steps	special steps	Revenue doubled from two years ago	21	20	nan
Banks may contribute more senior debt	more senior debt	She notes that she also stresses professionalism during her weekly visits	8	22	more senior debt[SEP]She notes that she also stresses professionalism during her weekly visits
The failed rights issue also should have a modest impact on British Air shares	a modest impact on British Air shares	The problem here is not in the concept but in its lack of discrimination	16	36	modest impact on British Air shares[SEP]The problem here is not in the concept but in its lack of discrimination
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	the company	The expansion is subject to approval by federal and Wisconsin environmental regulators	25	23	nan
Total return is price changes plus interest income	price changes plus interest income	But New York City general obligation bonds came under selling pressure	0	24	Total return is price changes plus interest income[SEP] price changes plus interest income[SEP]But New York City general obligation bonds came under selling
And CenTrust has other problems	other problems	Michael Applebaum resigned after less than a year in the posts	16	0	nan
Nobody has any credible estimate	any credible estimate	The transaction is subject to a definitive agreement and approval by Ideal shareholders	22	22	shareholders
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	Yet he has proved more resilient than any of them	21	0	nan
He gave no further details	no further details	Brand loyalty was stronger among older consumers in the Journal survey	13	16	stronger among older consumers
Expansion plans also include acquisitions in growing foreign markets	acquisitions in growing foreign markets	Treasury bonds ended slightly higher in light trading	22	25	higher in light trading
He is our most dangerous enemy	our most dangerous enemy	But you know about campaign promises	0	17	He is our most dangerous enemy[SEP] our most dangerous enemy[SEP]But you know about campaign promises
There were no major Eurobond or foreign bond offerings in Europe Friday	no major Eurobond or foreign bond offerings	The market is still very touchy about rumors and news on pending takeovers	29	33	very touchy about rumors
Her story is becoming part of local folklore	part of local folklore	Loyalty lags most for utilitarian products like trash bags and batteries	18	22	ags most for utilitarian products
But this raises added cost barriers to urban entrepreneurship	added cost barriers to urban entrepreneurship	But many proponents of Filipino see resistance to the language finally crumbling	10	15	added cost barriers to urban entrepreneurship
He sees a psychoanalyst five mornings a week	a psychoanalyst	Part of the answer lies in the nature of the industry	14	26	alyst[SEP]Part of the answer lies in the nature of the industry
The House version of the bill does include the tax cut	the tax cut	For months the resistance has been defenseless against air attack	24	17	nan
And transfer control of much of it to Capitol Hill	control of much of it	Neither disclosed details pending board meetings next month	23	22	nan
The resulting stockpiling has depressed the market	the market	The company is active in office and residential development in New York	3	0	nan
Her story is becoming part of local folklore	part of local folklore	Help may be on the way	0	0	Her
They are awaiting an arbitration proceeding	an arbitration proceeding	The problem is not that the Fed is too unresponsive to the public interest	24	21	nan
Prospective competition is one problem	one problem	They lied to me on the recruiting trip	0	16	Prospective competition is one problem[SEP] one problem[SEP]They lied to me on the recruiting
It has more drug users than Boston has people	more drug users than Boston has people	She was as cool as a cucumber	10	25	more drug users than Boston has people[SEP]She was as cool as a cucumber
Traders are already buckling their seat belts	their seat belts	The dollar finished at its intraday highs	22	22	highs
Alan Reynolds of Polyconomics adds his suspicion that the unrecognized inflationary culprit is the budget surplus	his suspicion that the unrecognized inflationary culprit is the budget surplus	The post had been vacant for more than a year	41	33	nan
That theme has been a recurring one for Soviet military officials for much of this year	a recurring one	The dollar finished at its intraday highs	29	29	highs
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	London shares closed moderately lower in thin trading	29	32	lower in thin trading
The British government also strongly opposes the charter in its current form	the charter in its current form	That injunction resulted from litigation between Temple and Sea Containers last May	26	24	nan
The woman won the bet	the bet	Two big stocks involved in takeover activity saw their short interest surge	20	14	nan
The companies reached an agreement in principle for the sale in August	an agreement in principle for the sale	Even some House Banking Committee members could suffer from the fallout	31	19	nan
Some industry groups consistently weather the storm better than others	the storm	But funds generally are better prepared this time around	18	15	nan
The British economy is hardly the picture of health these days	the picture of health	It also adds to the mystery of the venture	22	25	mystery of the venture
Waxman sells a variety of hardware products for the home repair market	a variety of hardware products for the home repair market	The Chicago exchanges also are working on such a device	1	19	axman sells a variety of hardware products for the home repair market[SEP] a variety of hardware products
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	21	25	increase in revenue[SEP] sales
Waxman sells a variety of hardware products for the home repair market	a variety of hardware products for the home repair market	Soaring rights fees will lead to an even greater clutter of commercials	35	29	nan
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	The expansion is subject to approval by federal and Wisconsin environmental regulators	28	26	nan
We are the producers of that movie	the producers of that movie	The uncertainty is sending shivers through Brazilian financial markets	21	19	nan
Lackluster returns are one reason	one reason	No such statement appears on the tapes	9	0	nan
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	The dollar gained against most foreign currencies	25	26	foreign currencies
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	Two more securities firms bowed to the outcry over program trading	18	27	more securities firms bowed to the outcry over program trading
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	Two workers died and six remain in the hospital	0	0	Most
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	Prices of Treasury bonds tumbled in moderate to active trading	40	43	moderate to active trading
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	Some are even coming up with their own novel designs	28	33	up with their own novel designs
He said that the research team had no financial stake in the drug	no financial stake in the drug	Corporate due process appeals to management for a variety of reasons	16	25	stake in the drug[SEP]Corporate due process appeals
The woman won the bet	the bet	It adds something to the market	0	0	The
Total return is price changes plus interest income	price changes plus interest income	Kidder officials stand by their aggressive use of program trading	21	25	aggressive use of program trading
There were no new issues	no new issues	We think that the ratings revision is unfortunate but not unexpected	7	0	nan
Then he would move his movement to Europe	his movement	German and Dutch investors reportedly loaded up on Kellogg Co	21	15	nan
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the market turmoil could be partially beneficial for some small businesses	30	31	small businesses
He sees a psychoanalyst five mornings a week	a psychoanalyst	But such skills were alien to Toni Johnson	14	0	nan
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	Rents have soared along with house prices	23	27	soared along with house prices
The complicated language in the huge new law has muddied the fight	the fight	Bullish bond market sentiment is on the rise again	26	22	nan
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	But markets can operate with greater or lesser efficiency	37	40	greater or lesser efficiency
Arm troubles forced him back to the minors the next year	the next year	He is warm and polished before a Puerto Rican Congress in Asbury Park	13	28	next year[SEP]He is warm and polished before a Puerto Rican Congress in Asbury
Some funds are posting yields far higher than the average	yields far higher than the average	We go from one to the other	13	13	higher
Funds for drilling may inch up more next year if oil prices stay stable	next year	He will remain on the Banc One board	7	12	more next year if oil prices
The Environmental Protection Agency is getting a lot out of the Superfund program	a lot	Both issues are among the most popular with individual investors	26	27	individual investors
They note that stocks experienced volatile swings long before futures	volatile swings	And there is more volatility to come	17	0	nan
The success of newcomer SsangYong Motor shows the strength of the auto market and its growing diversity	the strength of the auto market and its growing diversity	Broader market averages were little changed in the latest session	34	35	ader market
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	This bias is in no way deliberate	17	22	bias is in no way deliberate
The success of newcomer SsangYong Motor shows the strength of the auto market and its growing diversity	the strength of the auto market and its growing diversity	Stock prices fell sharply in active trading	36	34	nan
There were no major Eurobond or foreign bond offerings in Europe Friday	no major Eurobond or foreign bond offerings	The inquiry soon focused on the judge	26	23	nan
The company outpaced much of the chemical industry as annual profit grew fivefold in two years	much of the chemical industry	Institutional investors mostly remained on the sidelines Tuesday	19	11	nan
He hit the lanes three years ago on the advice of his doctor	the lanes	Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years	25	21	nan
It also will hand Unilab new markets	new markets	Treasury prices ended mixed in light trading	10	15	new markets[SEP]Treasury prices
And it left mixed signals for London	mixed signals	The current ruble rate has long been out of line with the black market	15	25	rate has long been out of line with the black market
New telephone lines posted healthy growth	healthy growth	Bullish bond market sentiment is on the rise again	18	0	nan
The British government also strongly opposes the charter in its current form	the charter in its current form	Two big stocks involved in takeover activity saw their short interest surge	31	25	nan
Some industry groups consistently weather the storm better than others	the storm	West German bond prices ended lower after a day of aimless trading	19	17	nan
Alan Reynolds of Polyconomics adds his suspicion that the unrecognized inflationary culprit is the budget surplus	his suspicion that the unrecognized inflationary culprit is the budget surplus	Sunbelt foreclosed on the ranch	27	33	inflationary culprit is the budget surplus
But Trelleborg still must clear some tough hurdles	some tough hurdles	Institutional investors mostly remained on the sidelines Tuesday	0	18	But Trelleborg still must clear some tough hurdles[SEP] some tough hurdles[SEP]Institutional investors
Foreign auto makers are taking the Tokyo Motor Show more seriously than ever	the Tokyo Motor Show	Everyone falls in love with everyone else	9	0	nan
The success of newcomer SsangYong Motor shows the strength of the auto market and its growing diversity	the strength of the auto market and its growing diversity	Some would make even James Bond green with envy	39	27	nan
Van Nghe quickly made influential enemies	influential enemies	It also adds to the mystery of the venture	16	0	nan
The failed rights issue also should have a modest impact on British Air shares	a modest impact on British Air shares	Some companies are cutting costs and hoping for the best	32	24	nan
Some abortion advocates have been asking themselves this very question	this very question	Most sleep on the floor	0	0	Some
He said that the research team had no financial stake in the drug	no financial stake in the drug	They speak volumes about the state of our society at a given moment	16	23	stake in the drug[SEP]They speak volumes
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	The carriers were competing fiercely for market share	16	18	smaller technology companies
But such a combination also presents great risks	great risks	It also adds to the mystery of the venture	17	0	nan
The companies reached an agreement in principle for the sale in August	an agreement in principle for the sale	The peril of unlimited liability looms large for a number of them now	24	19	nan
Both Merieux and Connaught are biotechnology research and vaccine manufacturing concerns	biotechnology research and vaccine manufacturing concerns	The dollar rose against the Swiss and French francs	26	21	nan
She was the child of relative privilege	the child of relative privilege	Prices on the Frankfurt Stock Exchange tumbled in heavy trading	22	25	umbled in heavy trading
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	His credibility is also on the line in the investment community	19	23	fresh wave of foreign purchases
Bolar has denied any wrongdoing	any wrongdoing	Prices closed mixed as contracts reacted to largely offsetting bullish and bearish news	23	15	nan
Her story is becoming part of local folklore	part of local folklore	Both firms are in New York	0	0	Her
Businessmen took their cue from the engineers	their cue	Only a few books fell in the reading room	0	0	Business
The company outpaced much of the chemical industry as annual profit grew fivefold in two years	much of the chemical industry	The agreement is subject to completion of a definitive amendment and appropriate approvals	19	37	much of the chemical industry[SEP]The agreement is subject to completion of a definitive amendment and appropriate approvals
Expansion plans also include acquisitions in growing foreign markets	acquisitions in growing foreign markets	This of course led to disaster in New York City	0	11	Expansion plans also include acquisitions in growing foreign markets[SEP] acquisitions
The egg producers also lobbied the Food and Drug Administration	the Food and Drug Administration	The election was by secret ballot in the General Assembly	21	0	nan
Aussedat Rey is a leading French maker of copying and electronic printing paper	a leading French maker of copying and electronic printing paper	The lack of any new cash probably would still leave the banks dissatisfied	31	32	new cash
But such a combination also presents great risks	great risks	Yet the bill is riding high on the furor over drug trafficking	17	24	high on the furor over drug trafficking
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	the company	The lack of any new cash probably would still leave the banks dissatisfied	22	23	new cash
Alan Reynolds of Polyconomics adds his suspicion that the unrecognized inflationary culprit is the budget surplus	his suspicion that the unrecognized inflationary culprit is the budget surplus	The current ruble rate has long been out of line with the black market	39	33	nan
And many have done just that	just that	The New York company called the lawsuit without merit	18	0	nan
Bolar has denied any wrongdoing	any wrongdoing	Still others are looking at overseas markets	11	16	others are looking at overseas markets
Whittle has met some resistance	some resistance	Not everyone believes that the good times are over for shippers	15	21	good times are over for shippers
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	The election was by secret ballot in the General Assembly	25	0	nan
Perhaps the most disturbing finding is that the bowling alley may be an endangered American institution	an endangered American institution	But most lawyers accept that the marketplace has spoken	18	28	endangered American institution[SEP]But most lawyers accept that the marketplace
Colgate sold its hospital supply and home health care business last year	its hospital supply and home health care business	Institutional investors mostly remained on the sidelines Tuesday	0	21	Colgate sold its hospital supply and home health care business last year[SEP] its hospital supply and home health care business
The British economy is hardly the picture of health these days	the picture of health	The dollar posted gains in quiet trading as concerns about equities abated	27	23	nan
Nissan will introduce a completely revamped Sentra next fall	a completely revamped Sentra	But lawmakers of both parties agree that the streamlining was temporary	26	27	streamlining
Other furriers have also placed more weight on retailing	more weight	The case went on appeal to the Second Circuit	12	19	more weight[SEP]The case went on appeal
Bolar has denied any wrongdoing	any wrongdoing	The stock market reacted strongly to the news	0	0	B
The British government also strongly opposes the charter in its current form	the charter in its current form	The election was by secret ballot in the General Assembly	24	25	secret ballot
It has more drug users than Boston has people	more drug users than Boston has people	But the two countries remain separated by a cultural barrier wider than the ocean	28	12	nan
One bank stock was a winner	a winner	Craig Forman in London contributed to this article	0	0	One
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	But they are also talking about new magazines	41	31	nan
There were no new issues	no new issues	Each company worries that the other is becoming too powerful and too vertically integrated	19	0	nan
The West Germans then took over and finally found Markus Hess	Markus Hess	It adds something to the market	16	0	nan
Some industry groups consistently weather the storm better than others	the storm	But markets can operate with greater or lesser efficiency	19	22	greater or lesser efficiency
Others had lesser damage and there were no injuries among workers	lesser damage	Some would make even James Bond green with envy	12	13	lesser damage
Lackluster returns are one reason	one reason	The carriers were competing fiercely for market share	14	18	competing fiercely for market share
New telephone lines posted healthy growth	healthy growth	But then they wake up to a nightmare	14	0	nan
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	Many resorts also are focusing more on the service side of their business	33	40	more on the service side of their business
Developers are also eyeing the real estate portfolios of major corporations	the real estate portfolios of major corporations	It is the New Journalism come to television	24	19	nan
The Environmental Protection Agency is getting a lot out of the Superfund program	a lot	West German bond prices ended lower after a day of aimless trading	23	21	nan
Last week the British displayed unusual political immaturity	unusual political immaturity	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	26	30	overhead and overly optimistic sales
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	Not everyone believes that the good times are over for shippers	21	27	good times are over for shippers
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Several other Japanese companies and regional governments have sent aid to San Francisco	22	24	other Japanese companies
Aussedat Rey is a leading French maker of copying and electronic printing paper	a leading French maker of copying and electronic printing paper	Stock prices slipped lower in moderate trading	30	28	nan
More venturesome businesses are applying their skills in commercial fields	their skills	Two workers died and six remain in the hospital	0	1	More ventures
Alan Reynolds of Polyconomics adds his suspicion that the unrecognized inflationary culprit is the budget surplus	his suspicion that the unrecognized inflationary culprit is the budget surplus	Many small investors went for the safety of money market funds	36	33	nan
We are the producers of that movie	the producers of that movie	She notes that she also stresses professionalism during her weekly visits	23	24	weekly visits
State loan guarantees are rarely a source of controversy	a source of controversy	At least half that growth will have come in the past three years alone	25	0	nan
The British government also strongly opposes the charter in its current form	the charter in its current form	This is partly due to the particular demands of the crop	26	23	nan
The Bakersfield Supermarket went out of business last May	last May	But the two countries remain separated by a cultural barrier wider than the ocean	26	9	nan
Prospective competition is one problem	one problem	The company can go about its business	0	16	Prospective competition is one problem[SEP] one problem[SEP]The company can go about its business
Expansion plans also include acquisitions in growing foreign markets	acquisitions in growing foreign markets	This kind of contingency analysis is common in war planning and business planning	23	28	common in war planning and business
One bank stock was a winner	a winner	It belonged to her grandfather	0	0	One
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Rival gangs have turned cities into combat zones	19	23	fresh wave of foreign purchases
Wall Street generally likes the industry again	the industry	The result is that the unthinkable and illogical are happening	0	16	Wall Street generally likes the industry again[SEP] the industry[SEP]The result is that the unthinkable
Developers are also eyeing the real estate portfolios of major corporations	the real estate portfolios of major corporations	Compound yields assume reinvestment of dividends and that current yields continue for a year	26	28	ment of dividends
The fund made a similar move earlier this year	a similar move	Compound yields assume reinvestment of dividends and that current yields continue for a year	11	21	similar move[SEP]Compound yields assume reinvestment of dividends
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	Craig Torres and Anne Newman contributed to this article	10	23	increased demand for its systems productivity software[SEP] much of the growth in earnings
The two sides now are accusing each other of lying	each other	Motorola is in good company	18	14	nan
These big stocks greatly influence the Nasdaq Composite Index	the Nasdaq Composite Index	The biggest flurry of investor activity came early in the day	13	21	daq Composite Index[SEP]The biggest flurry of investor
Magazine publishers are facing spiraling costs and a glut of new titles	spiraling costs and a glut of new titles	The agreement is subject to completion of a definitive amendment and appropriate approvals	21	36	new titles[SEP]The agreement is subject to completion of a definitive amendment and appropriate approvals
Perhaps the most disturbing finding is that the bowling alley may be an endangered American institution	an endangered American institution	But critics consider the changes regressive	18	28	endangered American institution[SEP]But critics consider the changes regressive
He gave no further details	no further details	The uncertainty is sending shivers through Brazilian financial markets	7	15	further details[SEP]The uncertainty is sending shivers
Wall Street generally likes the industry again	the industry	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	25	16	nan
Other furriers have also placed more weight on retailing	more weight	The market has grown relatively quiet since the China crisis	12	9	nan
The heavy buying in the last half hour led the specialists to take special steps	special steps	The uncertainty is sending shivers through Brazilian financial markets	16	24	special steps[SEP]The uncertainty is sending shivers
And transfer control of much of it to Capitol Hill	control of much of it	This is partly due to the particular demands of the crop	27	0	nan
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	She was as cool as a cucumber	17	23	strong presumption against fair use of unpublished
Integrated made its announcement after the market closed	its announcement	Soaring rights fees will lead to an even greater clutter of commercials	22	25	greater clutter of commercials
And it left mixed signals for London	mixed signals	The envelope arrives in the mail	0	16	And it left mixed signals for London[SEP] mixed signals[SEP]The envelope arrives in the mail
And Seita is considering further diversification	further diversification	London shares closed moderately lower in thin trading	17	20	lower in thin trading
Traders are already buckling their seat belts	their seat belts	The Senate will probably vote not long afterward	1	0	nan
The figures occasionally include incomplete transactions in restricted stock	incomplete transactions in restricted stock	The stock market reacted strongly to the news	20	11	nan
Their ridicule of him is no substitute for argument	no substitute for argument	The problem here is not in the concept but in its lack of discrimination	0	28	Their ridicule of him is no substitute for argument[SEP] no substitute for argument[SEP]The problem here is not in the concept but in its lack of discrimination
Last week the British displayed unusual political immaturity	unusual political immaturity	Treasury bonds ended slightly higher in light trading	22	25	higher in light trading
But the firm has never had a day like yesterday	a day like yesterday	The majority of the bikes never even make it into the high country	27	20	nan
Nobody has any credible estimate	any credible estimate	We go from one to the other	16	0	nan
This will give Paribas and Lonrho joint control of Societe Commerciale	Paribas and Lonrho	Joanne Lipman contributed to this article	25	0	nan
The House bill also distorts economic efficiency in all sorts of perverse ways	economic efficiency	His credentials are excellent for the task	0	16	The House bill also distorts economic efficiency in all sorts of perverse ways[SEP] economic efficiency
These revised figures also may explain some of the recent strength of the dollar	some of the recent strength of the dollar	No one has alleged that the donations were by themselves illegal	22	30	dollar[SEP]No one has alleged that the donations
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	The expansion is subject to approval by federal and Wisconsin environmental regulators	16	25	smaller technology companies[SEP]The expansion is subject to approval
Americans may not be so lucky the next time	the next time	Futures prices recovered in quiet trading	11	17	next time[SEP]Futures prices
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	Some companies are cutting costs and hoping for the best	26	18	nan
The third principal in the South Gardens adventure did have garden experience	garden experience	Both firms are in New York	20	17	nan
